reference_role,entity_id,entity_id_missing,pipeline_reference_records,matched_to_all_entities
immediate_project_owner,E100001016100,FALSE,39,TRUE
immediate_project_owner,E100001015599,FALSE,38,TRUE
immediate_project_owner,E100000001918,FALSE,36,TRUE
immediate_project_owner,E100001015385,FALSE,36,TRUE
immediate_project_owner,E100001014604,FALSE,35,TRUE
immediate_project_owner,E100001016002,FALSE,34,TRUE
immediate_project_owner,E100000000013,FALSE,33,TRUE
immediate_project_owner,E100000000839,FALSE,33,TRUE
immediate_project_owner,E100001015404,FALSE,33,TRUE
immediate_project_owner,E100000000034,FALSE,32,TRUE
immediate_project_owner,E100000001270,FALSE,32,TRUE
immediate_project_owner,E100001014556,FALSE,32,TRUE
immediate_project_owner,E100001016065,FALSE,32,TRUE
immediate_project_owner,E100002007876,FALSE,32,TRUE
immediate_project_owner,E100001011267,FALSE,31,TRUE
immediate_project_owner,E100000000720,FALSE,30,TRUE
immediate_project_owner,E100001011300,FALSE,30,TRUE
immediate_project_owner,E100001014293,FALSE,30,TRUE
immediate_project_owner,E100001014398,FALSE,30,TRUE
immediate_project_owner,E100001016058,FALSE,30,TRUE
immediate_project_owner,E100000000245,FALSE,28,TRUE
immediate_project_owner,E100001015128,FALSE,28,TRUE
immediate_project_owner,E100000000027,FALSE,27,TRUE
immediate_project_owner,E100001015312,FALSE,27,TRUE
immediate_project_owner,E100001015939,FALSE,27,TRUE
immediate_project_owner,E100001016003,FALSE,27,TRUE
immediate_project_owner,E100000000645,FALSE,26,TRUE
immediate_project_owner,E100001014132,FALSE,26,TRUE
immediate_project_owner,E100002004498,FALSE,26,TRUE
immediate_project_owner,E100000000980,FALSE,25,TRUE
immediate_project_owner,E100000001321,FALSE,25,TRUE
immediate_project_owner,E100001014864,FALSE,25,TRUE
immediate_project_owner,E100000000127,FALSE,24,TRUE
immediate_project_owner,E100000000758,FALSE,24,TRUE
immediate_project_owner,E100000001075,FALSE,24,TRUE
immediate_project_owner,E100001014361,FALSE,24,TRUE
immediate_project_owner,E100001014367,FALSE,24,TRUE
immediate_project_owner,E100001015204,FALSE,24,TRUE
immediate_project_owner,E100001015413,FALSE,24,TRUE
immediate_project_owner,E100001015668,FALSE,24,TRUE
immediate_project_owner,E100001015672,FALSE,24,TRUE
immediate_project_owner,E100001015878,FALSE,24,TRUE
immediate_project_owner,E100001015882,FALSE,24,TRUE
immediate_project_owner,E100001016027,FALSE,24,TRUE
immediate_project_owner,E100002004277,FALSE,24,TRUE
immediate_project_owner,E100002008089,FALSE,24,TRUE
immediate_project_owner,E100000001282,FALSE,23,TRUE
immediate_project_owner,E100000137427,FALSE,23,TRUE
immediate_project_owner,E100000180733,FALSE,23,TRUE
immediate_project_owner,E100000000015,FALSE,22,TRUE
immediate_project_owner,E100001014067,FALSE,22,TRUE
immediate_project_owner,E100001014266,FALSE,22,TRUE
immediate_project_owner,E100001014703,FALSE,22,TRUE
immediate_project_owner,E100001015883,FALSE,22,TRUE
immediate_project_owner,E100001015948,FALSE,22,TRUE
immediate_project_owner,E100001016013,FALSE,22,TRUE
immediate_project_owner,E100002001364,FALSE,22,TRUE
immediate_project_owner,E100000001917,FALSE,21,TRUE
immediate_project_owner,E100001014300,FALSE,21,TRUE
immediate_project_owner,E100001015405,FALSE,21,TRUE
immediate_project_owner,E100002008085,FALSE,21,TRUE
immediate_project_owner,E100000000746,FALSE,20,TRUE
immediate_project_owner,E100001014529,FALSE,19,TRUE
immediate_project_owner,E100000000135,FALSE,18,TRUE
immediate_project_owner,E100000000524,FALSE,18,TRUE
immediate_project_owner,E100000001764,FALSE,17,TRUE
immediate_project_owner,E100001016077,FALSE,17,TRUE
immediate_project_owner,E100000000669,FALSE,16,TRUE
immediate_project_owner,E100001000348,FALSE,16,TRUE
immediate_project_owner,E100001014097,FALSE,16,TRUE
immediate_project_owner,E100001014603,FALSE,16,TRUE
immediate_project_owner,E100001015340,FALSE,16,TRUE
immediate_project_owner,E100001015388,FALSE,16,TRUE
immediate_project_owner,E100000000523,FALSE,15,TRUE
immediate_project_owner,E100001014431,FALSE,15,TRUE
immediate_project_owner,E100001015923,FALSE,15,TRUE
immediate_project_owner,E100002004332,FALSE,15,TRUE
immediate_project_owner,E100000000771,FALSE,14,TRUE
immediate_project_owner,E100000000846,FALSE,14,TRUE
immediate_project_owner,E100000001245,FALSE,14,TRUE
immediate_project_owner,E100001010998,FALSE,14,TRUE
immediate_project_owner,E100001014099,FALSE,14,TRUE
immediate_project_owner,E100001014128,FALSE,14,TRUE
immediate_project_owner,E100001014571,FALSE,14,TRUE
immediate_project_owner,E100001014605,FALSE,14,TRUE
immediate_project_owner,E100001015984,FALSE,14,TRUE
immediate_project_owner,E100002005155,FALSE,14,TRUE
immediate_project_owner,E100000000118,FALSE,13,TRUE
immediate_project_owner,E100001014343,FALSE,13,TRUE
immediate_project_owner,E100001014482,FALSE,13,TRUE
immediate_project_owner,E100001014627,FALSE,13,TRUE
immediate_project_owner,E100001014649,FALSE,13,TRUE
immediate_project_owner,E100000000869,FALSE,12,TRUE
immediate_project_owner,E100000001096,FALSE,12,TRUE
immediate_project_owner,E100000001193,FALSE,12,TRUE
immediate_project_owner,E100000126880,FALSE,12,TRUE
immediate_project_owner,E100001012563,FALSE,12,TRUE
immediate_project_owner,E100001014203,FALSE,12,TRUE
immediate_project_owner,E100001014305,FALSE,12,TRUE
immediate_project_owner,E100001014345,FALSE,12,TRUE
immediate_project_owner,E100001014438,FALSE,12,TRUE
immediate_project_owner,E100001014646,FALSE,12,TRUE
immediate_project_owner,E100001014841,FALSE,12,TRUE
immediate_project_owner,E100001014854,FALSE,12,TRUE
immediate_project_owner,E100000000781,FALSE,11,TRUE
immediate_project_owner,E100000149640,FALSE,11,TRUE
immediate_project_owner,E100001014362,FALSE,11,TRUE
immediate_project_owner,E100001014523,FALSE,11,TRUE
immediate_project_owner,E100001014873,FALSE,11,TRUE
immediate_project_owner,E100001015281,FALSE,11,TRUE
immediate_project_owner,E100001015579,FALSE,11,TRUE
immediate_project_owner,E100001015806,FALSE,11,TRUE
immediate_project_owner,E100000002139,FALSE,10,TRUE
immediate_project_owner,E100001014399,FALSE,10,TRUE
immediate_project_owner,E100001014539,FALSE,10,TRUE
immediate_project_owner,E100001014673,FALSE,10,TRUE
immediate_project_owner,E100001014879,FALSE,10,TRUE
immediate_project_owner,E100001015112,FALSE,10,TRUE
immediate_project_owner,E100001015113,FALSE,10,TRUE
immediate_project_owner,E100001015374,FALSE,10,TRUE
immediate_project_owner,E100001015808,FALSE,10,TRUE
immediate_project_owner,E100001015855,FALSE,10,TRUE
immediate_project_owner,E100002010851,FALSE,10,TRUE
immediate_project_owner,E100000002892,FALSE,9,TRUE
immediate_project_owner,E100001010516,FALSE,9,TRUE
immediate_project_owner,E100001014572,FALSE,9,TRUE
immediate_project_owner,E100001014875,FALSE,9,TRUE
immediate_project_owner,E100001015053,FALSE,9,TRUE
immediate_project_owner,E100001015667,FALSE,9,TRUE
immediate_project_owner,E100002004327,FALSE,9,TRUE
immediate_project_owner,E100002004494,FALSE,9,TRUE
immediate_project_owner,E100000000509,FALSE,8,TRUE
immediate_project_owner,E100000000513,FALSE,8,TRUE
immediate_project_owner,E100000001246,FALSE,8,TRUE
immediate_project_owner,E100000001916,FALSE,8,TRUE
immediate_project_owner,E100000002166,FALSE,8,TRUE
immediate_project_owner,E100000153028,FALSE,8,TRUE
immediate_project_owner,E100001011945,FALSE,8,TRUE
immediate_project_owner,E100001014373,FALSE,8,TRUE
immediate_project_owner,E100001014423,FALSE,8,TRUE
immediate_project_owner,E100001014616,FALSE,8,TRUE
immediate_project_owner,E100001014692,FALSE,8,TRUE
immediate_project_owner,E100001015210,FALSE,8,TRUE
immediate_project_owner,E100001015211,FALSE,8,TRUE
immediate_project_owner,E100001015288,FALSE,8,TRUE
immediate_project_owner,E100001015289,FALSE,8,TRUE
immediate_project_owner,E100001015434,FALSE,8,TRUE
immediate_project_owner,E100001015596,FALSE,8,TRUE
immediate_project_owner,E100001015662,FALSE,8,TRUE
immediate_project_owner,E100001015693,FALSE,8,TRUE
immediate_project_owner,E100001015838,FALSE,8,TRUE
immediate_project_owner,E100001015858,FALSE,8,TRUE
immediate_project_owner,E100001015865,FALSE,8,TRUE
immediate_project_owner,E100001015869,FALSE,8,TRUE
immediate_project_owner,E100001015912,FALSE,8,TRUE
immediate_project_owner,E100002001297,FALSE,8,TRUE
immediate_project_owner,E100002004063,FALSE,8,TRUE
immediate_project_owner,E100002004319,FALSE,8,TRUE
immediate_project_owner,E100002004459,FALSE,8,TRUE
immediate_project_owner,E100000000019,FALSE,7,TRUE
immediate_project_owner,E100000000975,FALSE,7,TRUE
immediate_project_owner,E100000121263,FALSE,7,TRUE
immediate_project_owner,E100000122509,FALSE,7,TRUE
immediate_project_owner,E100001014264,FALSE,7,TRUE
immediate_project_owner,E100001014421,FALSE,7,TRUE
immediate_project_owner,E100001014436,FALSE,7,TRUE
immediate_project_owner,E100001014712,FALSE,7,TRUE
immediate_project_owner,E100001014728,FALSE,7,TRUE
immediate_project_owner,E100001015011,FALSE,7,TRUE
immediate_project_owner,E100001015260,FALSE,7,TRUE
immediate_project_owner,E100001015282,FALSE,7,TRUE
immediate_project_owner,E100001015839,FALSE,7,TRUE
immediate_project_owner,E100001015844,FALSE,7,TRUE
immediate_project_owner,E100000000587,FALSE,6,TRUE
immediate_project_owner,E100000001078,FALSE,6,TRUE
immediate_project_owner,E100000001607,FALSE,6,TRUE
immediate_project_owner,E100000126529,FALSE,6,TRUE
immediate_project_owner,E100001014062,FALSE,6,TRUE
immediate_project_owner,E100001014104,FALSE,6,TRUE
immediate_project_owner,E100001014253,FALSE,6,TRUE
immediate_project_owner,E100001014277,FALSE,6,TRUE
immediate_project_owner,E100001014364,FALSE,6,TRUE
immediate_project_owner,E100001014499,FALSE,6,TRUE
immediate_project_owner,E100001014501,FALSE,6,TRUE
immediate_project_owner,E100001014683,FALSE,6,TRUE
immediate_project_owner,E100001015012,FALSE,6,TRUE
immediate_project_owner,E100001015190,FALSE,6,TRUE
immediate_project_owner,E100001015257,FALSE,6,TRUE
immediate_project_owner,E100001015294,FALSE,6,TRUE
immediate_project_owner,E100001015384,FALSE,6,TRUE
immediate_project_owner,E100001015877,FALSE,6,TRUE
immediate_project_owner,E100001015911,FALSE,6,TRUE
immediate_project_owner,E100001015918,FALSE,6,TRUE
immediate_project_owner,E100001015998,FALSE,6,TRUE
immediate_project_owner,E100001016079,FALSE,6,TRUE
immediate_project_owner,E100002001388,FALSE,6,TRUE
immediate_project_owner,E100002004375,FALSE,6,TRUE
immediate_project_owner,E100002004383,FALSE,6,TRUE
immediate_project_owner,E100002004418,FALSE,6,TRUE
immediate_project_owner,E100002004435,FALSE,6,TRUE
immediate_project_owner,E100002004536,FALSE,6,TRUE
immediate_project_owner,E100000000533,FALSE,5,TRUE
immediate_project_owner,E100000000766,FALSE,5,TRUE
immediate_project_owner,E100000001247,FALSE,5,TRUE
immediate_project_owner,E100000001595,FALSE,5,TRUE
immediate_project_owner,E100000004202,FALSE,5,TRUE
immediate_project_owner,E100000149136,FALSE,5,TRUE
immediate_project_owner,E100001014154,FALSE,5,TRUE
immediate_project_owner,E100001014354,FALSE,5,TRUE
immediate_project_owner,E100001014357,FALSE,5,TRUE
immediate_project_owner,E100001014500,FALSE,5,TRUE
immediate_project_owner,E100001015327,FALSE,5,TRUE
immediate_project_owner,E100001015381,FALSE,5,TRUE
immediate_project_owner,E100001015576,FALSE,5,TRUE
immediate_project_owner,E100001015587,FALSE,5,TRUE
immediate_project_owner,E100001015636,FALSE,5,TRUE
immediate_project_owner,E100002001361,FALSE,5,TRUE
immediate_project_owner,E100002004416,FALSE,5,TRUE
immediate_project_owner,E100002008096,FALSE,5,TRUE
immediate_project_owner,E100000000329,FALSE,4,TRUE
immediate_project_owner,E100000000391,FALSE,4,TRUE
immediate_project_owner,E100000000538,FALSE,4,TRUE
immediate_project_owner,E100000001010,FALSE,4,TRUE
immediate_project_owner,E100000124313,FALSE,4,TRUE
immediate_project_owner,E100000133592,FALSE,4,TRUE
immediate_project_owner,E100001000370,FALSE,4,TRUE
immediate_project_owner,E100001014258,FALSE,4,TRUE
immediate_project_owner,E100001014273,FALSE,4,TRUE
immediate_project_owner,E100001014281,FALSE,4,TRUE
immediate_project_owner,E100001014401,FALSE,4,TRUE
immediate_project_owner,E100001014424,FALSE,4,TRUE
immediate_project_owner,E100001014582,FALSE,4,TRUE
immediate_project_owner,E100001014721,FALSE,4,TRUE
immediate_project_owner,E100001014866,FALSE,4,TRUE
immediate_project_owner,E100001015115,FALSE,4,TRUE
immediate_project_owner,E100001015203,FALSE,4,TRUE
immediate_project_owner,E100001015208,FALSE,4,TRUE
immediate_project_owner,E100001015355,FALSE,4,TRUE
immediate_project_owner,E100001015545,FALSE,4,TRUE
immediate_project_owner,E100001015571,FALSE,4,TRUE
immediate_project_owner,E100001015679,FALSE,4,TRUE
immediate_project_owner,E100001015721,FALSE,4,TRUE
immediate_project_owner,E100001015792,FALSE,4,TRUE
immediate_project_owner,E100001015933,FALSE,4,TRUE
immediate_project_owner,E100002004184,FALSE,4,TRUE
immediate_project_owner,E100002004369,FALSE,4,TRUE
immediate_project_owner,E100002004444,FALSE,4,TRUE
immediate_project_owner,E100002008077,FALSE,4,TRUE
immediate_project_owner,E100000000172,FALSE,3,TRUE
immediate_project_owner,E100000000173,FALSE,3,TRUE
immediate_project_owner,E100000000881,FALSE,3,TRUE
immediate_project_owner,E100000003650,FALSE,3,TRUE
immediate_project_owner,E100000120689,FALSE,3,TRUE
immediate_project_owner,E100001014136,FALSE,3,TRUE
immediate_project_owner,E100001014535,FALSE,3,TRUE
immediate_project_owner,E100001014670,FALSE,3,TRUE
immediate_project_owner,E100001015352,FALSE,3,TRUE
immediate_project_owner,E100001015370,FALSE,3,TRUE
immediate_project_owner,E100001015527,FALSE,3,TRUE
immediate_project_owner,E100001015606,FALSE,3,TRUE
immediate_project_owner,E100001015671,FALSE,3,TRUE
immediate_project_owner,E100001015875,FALSE,3,TRUE
immediate_project_owner,E100001015879,FALSE,3,TRUE
immediate_project_owner,E100001015894,FALSE,3,TRUE
immediate_project_owner,E100001015942,FALSE,3,TRUE
immediate_project_owner,E100001016016,FALSE,3,TRUE
immediate_project_owner,E100002008081,FALSE,3,TRUE
immediate_project_owner,E100002011705,FALSE,3,TRUE
immediate_project_owner,E100000000702,FALSE,2,TRUE
immediate_project_owner,E100000001354,FALSE,2,TRUE
immediate_project_owner,E100000001835,FALSE,2,TRUE
immediate_project_owner,E100000003600,FALSE,2,TRUE
immediate_project_owner,E100000004170,FALSE,2,TRUE
immediate_project_owner,E100000121514,FALSE,2,TRUE
immediate_project_owner,E100000124164,FALSE,2,TRUE
immediate_project_owner,E100000127540,FALSE,2,TRUE
immediate_project_owner,E100000136293,FALSE,2,TRUE
immediate_project_owner,E100001000257,FALSE,2,TRUE
immediate_project_owner,E100001013986,FALSE,2,TRUE
immediate_project_owner,E100001014013,FALSE,2,TRUE
immediate_project_owner,E100001014027,FALSE,2,TRUE
immediate_project_owner,E100001014065,FALSE,2,TRUE
immediate_project_owner,E100001014074,FALSE,2,TRUE
immediate_project_owner,E100001014298,FALSE,2,TRUE
immediate_project_owner,E100001014299,FALSE,2,TRUE
immediate_project_owner,E100001014502,FALSE,2,TRUE
immediate_project_owner,E100001014510,FALSE,2,TRUE
immediate_project_owner,E100001014521,FALSE,2,TRUE
immediate_project_owner,E100001014566,FALSE,2,TRUE
immediate_project_owner,E100001014669,FALSE,2,TRUE
immediate_project_owner,E100001014681,FALSE,2,TRUE
immediate_project_owner,E100001014690,FALSE,2,TRUE
immediate_project_owner,E100001014700,FALSE,2,TRUE
immediate_project_owner,E100001014704,FALSE,2,TRUE
immediate_project_owner,E100001014859,FALSE,2,TRUE
immediate_project_owner,E100001014871,FALSE,2,TRUE
immediate_project_owner,E100001014872,FALSE,2,TRUE
immediate_project_owner,E100001014947,FALSE,2,TRUE
immediate_project_owner,E100001014950,FALSE,2,TRUE
immediate_project_owner,E100001015106,FALSE,2,TRUE
immediate_project_owner,E100001015215,FALSE,2,TRUE
immediate_project_owner,E100001015326,FALSE,2,TRUE
immediate_project_owner,E100001015346,FALSE,2,TRUE
immediate_project_owner,E100001015428,FALSE,2,TRUE
immediate_project_owner,E100001015520,FALSE,2,TRUE
immediate_project_owner,E100001015567,FALSE,2,TRUE
immediate_project_owner,E100001015612,FALSE,2,TRUE
immediate_project_owner,E100001015617,FALSE,2,TRUE
immediate_project_owner,E100001015619,FALSE,2,TRUE
immediate_project_owner,E100001015645,FALSE,2,TRUE
immediate_project_owner,E100001015743,FALSE,2,TRUE
immediate_project_owner,E100001015829,FALSE,2,TRUE
immediate_project_owner,E100001015830,FALSE,2,TRUE
immediate_project_owner,E100001015849,FALSE,2,TRUE
immediate_project_owner,E100001015969,FALSE,2,TRUE
immediate_project_owner,E100001015999,FALSE,2,TRUE
immediate_project_owner,E100002001295,FALSE,2,TRUE
immediate_project_owner,E100002004331,FALSE,2,TRUE
immediate_project_owner,E100002004453,FALSE,2,TRUE
immediate_project_owner,E100000000694,FALSE,1,TRUE
immediate_project_owner,E100000000777,FALSE,1,TRUE
immediate_project_owner,E100000001254,FALSE,1,TRUE
immediate_project_owner,E100000121239,FALSE,1,TRUE
immediate_project_owner,E100000131640,FALSE,1,TRUE
immediate_project_owner,E100001000094,FALSE,1,TRUE
immediate_project_owner,E100001000197,FALSE,1,TRUE
immediate_project_owner,E100001000250,FALSE,1,TRUE
immediate_project_owner,E100001000616,FALSE,1,TRUE
immediate_project_owner,E100001011838,FALSE,1,TRUE
immediate_project_owner,E100001012038,FALSE,1,TRUE
immediate_project_owner,E100001014009,FALSE,1,TRUE
immediate_project_owner,E100001014153,FALSE,1,TRUE
immediate_project_owner,E100001014524,FALSE,1,TRUE
immediate_project_owner,E100001014641,FALSE,1,TRUE
immediate_project_owner,E100001014766,FALSE,1,TRUE
immediate_project_owner,E100001014876,FALSE,1,TRUE
immediate_project_owner,E100001014953,FALSE,1,TRUE
immediate_project_owner,E100001015009,FALSE,1,TRUE
immediate_project_owner,E100001015109,FALSE,1,TRUE
immediate_project_owner,E100001015120,FALSE,1,TRUE
immediate_project_owner,E100001015136,FALSE,1,TRUE
immediate_project_owner,E100001015357,FALSE,1,TRUE
immediate_project_owner,E100001015655,FALSE,1,TRUE
immediate_project_owner,E100001015717,FALSE,1,TRUE
immediate_project_owner,E100001015759,FALSE,1,TRUE
immediate_project_owner,E100001015860,FALSE,1,TRUE
immediate_project_owner,E100001015946,FALSE,1,TRUE
immediate_project_owner,E100002004326,FALSE,1,TRUE
parent_entity,E100001015587,FALSE,1055,TRUE
parent_entity,E100001010595,FALSE,401,TRUE
parent_entity,E100001000348,FALSE,397,TRUE
parent_entity,E100001015833,FALSE,397,TRUE
parent_entity,E100001010596,FALSE,321,TRUE
parent_entity,E100000123261,FALSE,301,TRUE
parent_entity,E100001000094,FALSE,301,TRUE
parent_entity,E100000132388,FALSE,288,TRUE
parent_entity,E100001014432,FALSE,194,TRUE
parent_entity,E100002001974,FALSE,152,TRUE
parent_entity,E100000000839,FALSE,117,TRUE
parent_entity,E100001014312,FALSE,114,TRUE
parent_entity,E100000001096,FALSE,111,TRUE
parent_entity,E100001000615,FALSE,111,TRUE
parent_entity,E100002007660,FALSE,111,TRUE
parent_entity,E100000121185,FALSE,110,TRUE
parent_entity,E100001000270,FALSE,110,TRUE
parent_entity,E100000000746,FALSE,108,TRUE
parent_entity,E100001013560,FALSE,97,TRUE
parent_entity,E100001016677,FALSE,97,TRUE
parent_entity,E100000000610,FALSE,96,TRUE
parent_entity,E100001015106,FALSE,95,TRUE
parent_entity,E100000000556,FALSE,85,TRUE
parent_entity,E100001014648,FALSE,83,TRUE
parent_entity,E100002021868,FALSE,83,TRUE
parent_entity,E100000000112,FALSE,82,TRUE
parent_entity,E100000136108,FALSE,78,TRUE
parent_entity,E100002007653,FALSE,76,TRUE
parent_entity,E100000000845,FALSE,73,TRUE
parent_entity,E100000000571,FALSE,70,TRUE
parent_entity,E100001000330,FALSE,70,TRUE
parent_entity,E100000000387,FALSE,69,TRUE
parent_entity,E100000000874,FALSE,69,TRUE
parent_entity,E100000001107,FALSE,69,TRUE
parent_entity,E100001015988,FALSE,69,TRUE
parent_entity,E100001015989,FALSE,69,TRUE
parent_entity,E100001015991,FALSE,69,TRUE
parent_entity,E100001015992,FALSE,69,TRUE
parent_entity,E100001016771,FALSE,69,TRUE
parent_entity,E100002000989,FALSE,69,TRUE
parent_entity,E100002004538,FALSE,69,TRUE
parent_entity,E100002004539,FALSE,69,TRUE
parent_entity,E100002016408,FALSE,69,TRUE
parent_entity,E100001014282,FALSE,65,TRUE
parent_entity,E100001014681,FALSE,65,TRUE
parent_entity,E100001014689,FALSE,65,TRUE
parent_entity,E100002019433,FALSE,65,TRUE
parent_entity,E100001015850,FALSE,64,TRUE
parent_entity,E100001015852,FALSE,64,TRUE
parent_entity,E100002022201,FALSE,64,TRUE
parent_entity,E100000000173,FALSE,62,TRUE
parent_entity,E100001014325,FALSE,57,TRUE
parent_entity,E100000001155,FALSE,56,TRUE
parent_entity,E100001000901,FALSE,55,TRUE
parent_entity,E100001010707,FALSE,54,TRUE
parent_entity,E100001000264,FALSE,53,TRUE
parent_entity,E100001000279,FALSE,52,TRUE
parent_entity,E100001010777,FALSE,52,TRUE
parent_entity,E100001015251,FALSE,52,TRUE
parent_entity,E100001015373,FALSE,52,TRUE
parent_entity,E100000000888,FALSE,50,TRUE
parent_entity,E100000001179,FALSE,50,TRUE
parent_entity,E100001000198,FALSE,50,TRUE
parent_entity,E100001000253,FALSE,50,TRUE
parent_entity,E100002004413,FALSE,50,TRUE
parent_entity,E100000001177,FALSE,48,TRUE
parent_entity,E100001000243,FALSE,48,TRUE
parent_entity,E100001010706,FALSE,48,TRUE
parent_entity,E100001014294,FALSE,48,TRUE
parent_entity,E100001014434,FALSE,48,TRUE
parent_entity,E100001014543,FALSE,48,TRUE
parent_entity,E100001015971,FALSE,48,TRUE
parent_entity,E100001016645,FALSE,48,TRUE
parent_entity,E100000001213,FALSE,47,TRUE
parent_entity,E100001000095,FALSE,47,TRUE
parent_entity,E100000001079,FALSE,42,TRUE
parent_entity,E100000001492,FALSE,42,TRUE
parent_entity,E100000001075,FALSE,41,TRUE
parent_entity,E100001000269,FALSE,41,TRUE
parent_entity,E100001015278,FALSE,38,TRUE
parent_entity,E100000000003,FALSE,36,TRUE
parent_entity,E100001000008,FALSE,36,TRUE
parent_entity,E100001000197,FALSE,36,TRUE
parent_entity,E100000000320,FALSE,35,TRUE
parent_entity,E100000000669,FALSE,35,TRUE
parent_entity,E100000000671,FALSE,35,TRUE
parent_entity,E100000002892,FALSE,35,TRUE
parent_entity,E100001010042,FALSE,35,TRUE
parent_entity,E100001014866,FALSE,35,TRUE
parent_entity,E100001015201,FALSE,35,TRUE
parent_entity,E100000001282,FALSE,31,TRUE
parent_entity,E100000180733,FALSE,31,TRUE
parent_entity,E100001000210,FALSE,30,TRUE
parent_entity,E100001015356,FALSE,30,TRUE
parent_entity,E100000000505,FALSE,29,TRUE
parent_entity,E100000000694,FALSE,29,TRUE
parent_entity,E100001015274,FALSE,29,TRUE
parent_entity,E100001015275,FALSE,29,TRUE
parent_entity,E100001015276,FALSE,29,TRUE
parent_entity,E100001000397,FALSE,28,TRUE
parent_entity,E100001000520,FALSE,28,TRUE
parent_entity,E100001014455,FALSE,28,TRUE
parent_entity,E100000001332,FALSE,26,TRUE
parent_entity,E100001000281,FALSE,26,TRUE
parent_entity,E100001000483,FALSE,26,TRUE
parent_entity,E100001000484,FALSE,26,TRUE
parent_entity,E100001015268,FALSE,26,TRUE
parent_entity,E100000000013,FALSE,25,TRUE
parent_entity,E100000001860,FALSE,25,TRUE
parent_entity,E100001000147,FALSE,25,TRUE
parent_entity,E100001000148,FALSE,25,TRUE
parent_entity,E100001011471,FALSE,25,TRUE
