project_id,project_name,ownership_path_records,distinct_parent_entity_ids,distinct_immediate_owner_entity_ids,missing_ownership_share_records,missing_or_placeholder_capacity_records,distinct_reported_capacity_values,statuses_as_reported
P0653,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P2020,Druzhba Oil Pipeline,101,52,11,42,0,1,cancelled
P2021,Druzhba Oil Pipeline,101,52,11,42,0,1,cancelled
P2022,Druzhba Oil Pipeline,101,52,11,42,101,0,cancelled
P5133,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P5134,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P5137,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P5146,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P5188,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P5189,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P5190,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P5207,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P5322,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P5323,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P5324,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P5325,Druzhba Oil Pipeline,101,52,11,42,0,1,idle
P5326,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P5327,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P5329,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P5330,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P5331,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P6307,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P7279,Druzhba Oil Pipeline,101,52,11,42,0,1,idle
P7280,Druzhba Oil Pipeline,101,52,11,42,0,1,operating
P3678,Chayvo-De-Kastri Oil Pipeline,56,56,4,11,0,1,operating
P3720,Chayvo-De-Kastri Oil Pipeline,56,56,4,11,56,0,operating
P3721,Chayvo-De-Kastri Oil Pipeline,56,56,4,11,56,0,operating
P0667,Burgas-Alexandroupolis Oil Pipeline,47,47,5,44,0,1,proposed
P0060,Diamond Oil Pipeline,45,15,4,12,0,1,operating
P0646,Caspian Pipeline,45,45,9,16,0,1,operating
P2044,Caspian Pipeline,45,45,9,16,0,1,operating
P2525,Diamond Oil Pipeline,45,15,4,12,0,1,cancelled
P3172,Diamond Oil Pipeline,45,15,4,12,45,0,cancelled
P0679,Transalpine Oil Pipeline,41,41,1,41,0,1,operating
P5167,Transalpine Oil Pipeline,41,41,1,41,0,1,proposed
P6261,Transalpine Oil Pipeline,41,41,1,41,41,0,operating
P0643,Baku-Supsa Oil Pipeline,39,39,1,3,0,1,idle
P2019,Baku-Supsa Oil Pipeline,39,39,1,3,0,1,idle
P3708,Suzun–Vankor Oil Pipeline,34,34,1,32,34,0,operating
P0677,Rostock-Schwedt Oil Pipeline,33,33,1,11,0,1,operating
P6331,Rostock-Schwedt Oil Pipeline,33,33,1,11,33,0,proposed
P0073,EPIC Oil Pipeline,32,32,3,5,0,1,operating
P0344,Wink to Webster Pipeline,32,32,6,32,0,1,operating
P5464,Angostura-Guayaguayare Oil Pipeline,32,31,3,5,0,1,operating
P0046,Cactus II Oil Pipeline,31,27,2,9,0,1,operating
P0662,Samsun–Ceyhan Pipeline,31,31,3,27,0,1,cancelled
P2623,Cactus II Oil Pipeline,31,27,2,9,0,1,operating
P3594,Shin Oak NGL Pipeline,31,31,2,3,31,0,operating
P4277,Shin Oak NGL Pipeline,31,31,2,3,0,1,cancelled
P0673,North-West Oil Pipeline Network,30,29,2,5,0,1,operating
P1209,Moomba to Port Bonython Oil Pipeline,30,30,3,2,0,1,operating
P3102,North-West Oil Pipeline Network,30,29,2,5,0,1,operating
P3156,Blue Marlin Offshore Port (BMOP) Oil Pipeline,30,15,2,8,0,1,proposed
P3675,Vostok Oil Pipeline,30,30,1,27,0,1,construction
P7155,Vostok Oil Pipeline,30,30,1,27,0,1,proposed
P7156,Vostok Oil Pipeline,30,30,1,27,0,1,proposed
P7160,Vostok Oil Pipeline,30,30,1,27,0,1,construction
P7348,Blue Marlin Offshore Port (BMOP) Oil Pipeline,30,15,2,8,0,1,proposed
P7227,Satah-Zirku Island Oil Pipeline,29,29,3,1,0,1,operating
P7228,Umm Al Dalkh-Upper Zakum Oil Pipeline,29,29,3,1,29,0,operating
P7229,Bida Al Qemzan-Bu Hasa Oil Pipeline,29,29,3,1,29,0,operating
P1214,Lycium to Moomba Oil Pipeline,28,28,2,1,0,1,operating
P1215,Growler to Lycium Oil Pipeline,28,28,2,1,0,1,operating
P0139,White Cliffs Oil Pipeline,27,27,5,5,0,1,operating
P0660,Vankor-Purpe Pipeline,27,27,1,10,0,1,operating
P2632,White Cliffs Oil Pipeline,27,27,5,5,0,1,operating
P2633,White Cliffs Oil Pipeline,27,27,5,5,0,1,operating
P2634,White Cliffs Oil Pipeline,27,27,5,5,0,1,operating
P3711,Danilovsky–Verkhnechonskoye Oil Pipeline,27,27,1,27,27,0,operating
P7205,Jackson to Moonie Oil Pipeline,27,27,2,2,0,1,retired
P0122,Red River Oil Pipeline,26,16,3,19,0,1,operating
P1009,Iwafune-Oki Oil Pipeline,26,26,1,1,0,1,operating
P2598,Red River Oil Pipeline,26,16,3,19,0,1,operating
P1292,Pikka Pipeline System,25,25,2,2,0,1,construction
P5149,Edvard Grieg Pipeline,25,25,3,15,25,0,operating
P0672,Ninian Crude Oil Pipeline,24,24,4,18,0,1,operating
P3883,Bauer to Lycium Oil Pipeline,24,24,1,1,0,1,operating
P7159,HGCP-Kutubu Condensate Pipeline,24,24,1,3,24,0,operating
P0644,Baku-Tbilisi-Ceyhan Pipeline,22,22,1,2,0,1,operating
P1077,Kutubu Oil Pipeline,22,22,1,2,0,1,operating
P1212,Westernport–Altona–Geelong (WAG) Oil Pipeline,22,22,1,1,0,1,operating
P1213,Jackson to Moomba Oil Pipeline,22,22,1,2,22,0,operating
P2076,Moomba to Sydney Ethane Pipeline,22,22,1,1,0,1,operating
P5437,Tarbat to Jackson Oil Pipeline,22,22,1,2,22,0,operating
P7206,Moonie to Brisbane Oil Pipeline,22,22,1,22,22,0,retired
P6133,Pelyatka-Dudinka Condensate Pipeline,21,21,1,1,0,1,operating
P2682,Front Range Y-Grade Pipeline,20,20,1,6,0,1,operating
P2692,Front Range Y-Grade Pipeline,20,20,1,6,20,0,operating
P5150,Johan Svedrup Oil Pipeline,20,20,4,6,0,1,operating
P0072,Energy Transfer Crude Oil Pipeline (ETCOP),19,19,4,3,0,1,operating
P0102,Niobrara Falls Oil Pipeline,19,19,1,5,0,1,cancelled
P1240,Oldelval Oil Pipeline,19,18,2,6,0,1,operating
P2034,Oldelval Oil Pipeline,19,18,2,6,0,1,construction
P2642,Big Spring Gateway Oil Pipeline System,19,19,1,5,0,1,operating
P2656,South Texas Crude Oil Pipeline System (NuStar Energy),19,19,1,5,0,1,operating
P2657,South Texas Crude Oil Pipeline System (NuStar Energy),19,19,1,5,0,1,operating
P5447,Vaca Muerta Sur Oil Pipeline,19,16,2,9,0,1,construction
P5459,Oldelval Oil Pipeline,19,18,2,6,0,1,operating
P5460,Oldelval Oil Pipeline,19,18,2,6,0,1,operating
P5461,Oldelval Oil Pipeline,19,18,2,6,0,1,operating
P5462,Oldelval Oil Pipeline,19,18,2,6,0,1,operating
P5478,South Texas Crude Oil Pipeline System (NuStar Energy),19,19,1,5,0,1,operating
P5479,South Texas Crude Oil Pipeline System (NuStar Energy),19,19,1,5,0,1,operating
P5480,South Texas Crude Oil Pipeline System (NuStar Energy),19,19,1,5,0,1,operating
P6127,Oldelval Oil Pipeline,19,18,2,6,0,1,proposed
P6138,Oldelval Oil Pipeline,19,18,2,6,19,0,proposed
P6484,Corpus Christi Chemical Pipeline,19,19,1,5,19,0,operating
P6486,Houston 12-inch Pipeline,19,19,1,5,0,1,operating
P6491,Laredo Product Pipeline,19,19,1,5,0,1,operating
P6493,Dos Países (Burgos) Products Pipeline,19,19,1,5,0,1,operating
P7162,Oldelval Oil Pipeline,19,18,2,6,19,0,proposed
P7163,Oldelval Oil Pipeline,19,18,2,6,19,0,proposed
P7183,Vaca Muerta Sur Oil Pipeline,19,16,2,9,0,1,proposed
P5205,Jintang-Cezi Oil Pipeline,18,18,1,0,0,1,construction
P5206,Cezi-Mamu Oil Pipeline,18,18,1,0,0,1,operating
P5222,Jintang-Cezi Oil Pipeline,18,18,1,0,0,1,construction
P5223,Jintang-Cezi Oil Pipeline,18,18,1,0,0,1,construction
P5224,Cezi-Mamu Oil Pipeline,18,18,1,0,0,1,operating
P6286,Mamu-Yushan Oil Pipeline,18,18,1,0,0,1,operating
P6287,Mamu-Yushan Oil Pipeline,18,18,1,0,0,1,operating
P6351,Zhoushan-Ningbo Petrochemical Base Interconnected Pipeline,18,18,1,0,0,1,proposed
P0045,Cactus Oil Pipeline,17,10,2,7,0,1,operating
P0066,Eastern Gulf Crude Access Pipeline Project (EGCAP),17,17,2,17,0,1,cancelled
P0074,Eugene Island Oil Pipeline,17,17,5,17,0,1,operating
P0590,El Sharara-Zawiya Oil Pipeline,17,17,5,15,0,1,operating
P2507,Cactus Oil Pipeline,17,10,2,7,0,1,operating
P2508,Cactus Oil Pipeline,17,10,2,7,0,1,operating
P5202,Karachaganak-Atyrau Oil Pipeline,17,17,1,0,0,1,operating
P6119,Karachaganak-Orenburg Condensate Pipeline,17,17,1,0,17,0,operating
P6120,Karachaganak-Orenburg Condensate Pipeline,17,17,1,0,17,0,operating
P6121,Karachaganak-Orenburg Condensate Pipeline,17,17,1,0,17,0,operating
P6122,Karachaganak-Orenburg Condensate Pipeline,17,17,1,0,17,0,operating
P6123,Karachaganak-Orenburg Condensate Pipeline,17,17,1,0,17,0,operating
P0042,Bayou Bridge Oil Pipeline,16,16,2,3,0,1,operating
P0051,Capline Oil Pipeline,16,16,1,10,0,1,operating
P0057,Dakota Access Oil Pipeline (DAPL),16,16,1,16,0,1,operating
P0062,Double Eagle Pipeline,16,8,3,8,0,1,operating
P0104,Permian Longview and Louisiana Extension (PELA) Oil Pipeline,16,16,2,16,0,1,operating
P0111,Advantage Oil Pipeline,16,16,2,4,0,1,operating
P0113,Permian Express Oil Pipeline,16,16,1,3,0,1,operating
P0123,Saddlehorn Oil Pipeline,16,16,1,4,0,1,operating
P0131,South Texas Crude Oil Pipeline System (Enterprise),16,12,2,5,0,1,operating
P0342,Permian to Gulf Coast Pipeline,16,16,2,16,0,1,cancelled
P0663,Adria Oil Pipeline,16,10,2,10,0,1,operating
P2452,Mariner East 2 NGL Pipeline,16,16,2,5,0,1,operating
P2504,Bayou Bridge Oil Pipeline,16,16,2,3,0,1,operating
P2513,Capline Oil Pipeline,16,16,1,10,0,1,operating
P2527,South Texas Crude Oil Pipeline System (Enterprise),16,12,2,5,16,0,operating
P2580,Permian Longview and Louisiana Extension (PELA) Oil Pipeline,16,16,2,16,0,1,operating
P2581,Permian Express Oil Pipeline,16,16,1,3,0,1,operating
P2595,South Texas Crude Oil Pipeline System (Enterprise),16,12,2,5,0,1,operating
P2596,South Texas Crude Oil Pipeline System (Enterprise),16,12,2,5,16,0,operating
P2609,Saddlehorn Oil Pipeline,16,16,1,4,0,1,operating
P2660,Permian Express Oil Pipeline,16,16,1,3,0,1,operating
P2661,Permian Express Oil Pipeline,16,16,1,3,0,1,operating
P3179,Dakota Access Oil Pipeline (DAPL),16,16,1,16,0,1,operating
P3727,Double Eagle Pipeline,16,8,3,8,16,0,operating
P3832,Capline Oil Pipeline,16,16,1,10,0,1,operating
P3872,Mariner East 2 NGL Pipeline,16,16,2,5,16,0,operating
P5148,Norpipe Oil Pipeline,16,16,5,1,0,1,operating
P5152,Gjøa Oil Pipeline,16,16,4,11,16,0,operating
P5168,Adria Oil Pipeline,16,10,2,10,0,1,cancelled
P0044,BridgeTex Oil Pipeline,15,15,2,4,0,1,operating
P0052,Centurion Oil Pipeline,15,15,1,15,0,1,operating
P0065,Eaglebine Express Crude Oil Pipeline,15,15,1,4,0,1,operating
P0097,Mid-Valley Oil Pipeline,15,15,1,4,0,1,operating
P0119,Poseidon Oil Pipeline,15,15,3,2,0,1,operating
P0398,Delaware Basin Pipeline,15,15,1,4,0,1,operating
P0534,Nembe Creek Trunk Line,15,15,4,2,0,1,operating
P0607,Waha-Samah Oil Pipeline,15,15,4,0,0,1,operating
P0678,NATO Pipeline System,15,15,2,2,0,1,operating
P0797,NATO Pipeline System,15,15,2,2,15,0,operating
P0820,NATO Pipeline System,15,15,2,2,15,0,operating
P0821,NATO Pipeline System,15,15,2,2,15,0,operating
P0822,NATO Pipeline System,15,15,2,2,15,0,operating
P0823,NATO Pipeline System,15,15,2,2,15,0,operating
P0824,NATO Pipeline System,15,15,2,2,15,0,idle
P0825,NATO Pipeline System,15,15,2,2,15,0,operating
P0826,NATO Pipeline System,15,15,2,2,15,0,operating
P1993,BridgeTex Oil Pipeline,15,15,2,4,0,1,operating
P2111,Red Oak Oil Pipeline,15,15,2,15,0,1,cancelled
P2195,NATO Pipeline System,15,15,2,2,15,0,operating
P2506,BridgeTex Oil Pipeline,15,15,2,4,0,1,operating
P2624,Ted Collins Link Pipeline,15,15,1,4,0,1,operating
P2639,Utopia Ethane Pipeline,15,15,5,2,0,1,operating
P2664,STACK Oil Pipeline,15,15,1,4,0,1,operating
P2665,STACK Oil Pipeline,15,15,1,4,0,1,operating
P2681,Revolution Y-Grade Pipeline System,15,15,1,4,0,1,operating
P2687,Lone Star Express Y-Grade Pipeline,15,15,1,4,0,1,operating
P2694,Lone Star Express Y-Grade Pipeline,15,15,1,4,0,1,operating
P3154,Augustus Oil Pipeline,15,15,1,15,0,1,operating
P3849,Trans-Panama Gateway NGL Pipeline,15,15,1,4,15,0,shelved
P5143,NATO Pipeline System,15,15,2,2,0,1,idle
P6151,Loma La Lata - Bahía Blanca Pipeline,15,15,1,7,0,1,operating
P6547,Granite Wash Pipeline,15,15,1,4,15,0,operating
P0528,Chad–Cameroon Oil Pipeline,14,14,3,1,0,1,operating
P0540,Uganda–Kenya Crude Oil Pipeline (UKCOP),14,14,3,14,14,0,cancelled
P5445,Sierras Blancas-Allen Oil Pipeline,14,14,3,1,0,1,operating
P6504,Hobbs East Gathering System,14,10,3,3,0,1,operating
P6505,Hobbs East Gathering System,14,10,3,3,14,0,operating
P0007,Corridor Oil Pipeline,13,13,1,2,0,1,operating
P0053,Cold Lake Pipeline System,13,13,1,2,0,1,operating
P0530,Sumed Oil Pipeline,13,13,1,0,0,1,operating
P0531,Lamu Port-South Sudan (LAPSSET) Pipeline,13,13,3,0,0,1,proposed
P0538,Lamu Port-South Sudan (LAPSSET) Pipeline,13,13,3,0,0,1,proposed
P0541,East African Crude Oil Pipeline (EACOP),13,13,1,0,0,1,proposed
P0585,Bahi Gathering-Sidra Oil Pipelines,13,13,4,0,0,1,operating
P0586,Dahra-Bahi Gathering Oil Pipeline,13,13,4,0,0,1,operating
P0591,Faregh-Gialo Oil Pipeline,13,13,4,0,0,1,operating
P0592,Gialo-Waha Oil Pipeline,13,13,4,0,0,1,operating
P0602,Sabah-Zella Oil Pipeline,13,13,3,1,0,1,operating
P0603,Samah-Dahra Oil Pipeline,13,13,4,0,0,1,operating
P0608,Waha-Zaggut Oil Pipeline,13,13,4,0,0,1,operating
P0609,Zaggut-Samah Oil Pipeline,13,13,4,0,0,1,operating
P0610,Zaggut-Sidra Oil Pipeline,13,13,4,0,0,1,operating
P0611,Zella-Hofra Oil Pipeline,13,13,3,1,0,1,operating
P0798,Oseberg Transport System,13,13,6,2,0,1,operating
P1236,Colombia Oil Pipeline,13,13,5,11,0,1,operating
P2268,Brody-Adamowo Oil Pipeline,13,13,5,1,0,1,proposed
P3716,Bahi Gathering-Sidra Oil Pipelines,13,13,4,0,0,1,operating
P3850,Odessa-Brody Oil Pipeline,13,13,5,1,13,0,cancelled
P5121,Sumed Oil Pipeline,13,13,1,0,0,1,operating
P5153,Vestprosess,13,13,7,6,13,0,operating
P5154,Serbia-Hungary Oil Pipeline,13,13,2,13,0,1,proposed
P5422,Jaguar-Santiago Oil Pipeline,13,13,1,13,0,1,operating
P6259,Quintero-Concón LPG Pipeline,13,13,1,1,0,1,operating
P6260,Concón-Maipú LPG Pipeline,13,13,1,1,0,1,operating
P0021,Grand Rapids Oil Pipeline,12,12,2,0,0,1,operating
P0050,Cameron Highway Oil Pipeline System (CHOPS),12,12,1,1,0,1,operating
P0064,Eagle Ford JV Pipeline System,12,12,2,4,0,1,operating
P0107,Odyssey Oil Pipeline,12,12,2,1,0,1,operating
P0350,Ace Pipeline,12,12,3,12,0,1,cancelled
P0397,Viking Pipeline,12,12,1,9,0,1,operating
P0546,Kirkuk-Baniyas Oil Pipelines,12,12,3,11,0,1,mothballed
P0675,Pan-European Oil Pipeline,12,12,4,10,0,1,cancelled
P0680,Troll Oil Pipeline,12,12,5,3,0,1,operating
P1211,Longford to Long Island Point Replacement Oil Pipeline,12,12,2,0,0,1,operating
P1444,Northeast Thailand Oil Pipeline,12,12,1,0,0,1,operating
P2075,Hastings to Altona Ethane Pipeline,12,12,2,12,0,1,operating
P2483,Northeast Thailand Oil Pipeline,12,12,1,0,0,1,proposed
P2528,Eagle Ford JV Pipeline System,12,12,2,4,0,1,operating
P2683,Texas Express Y-Grade Pipeline,12,12,1,9,0,1,operating
P2693,Texas Express Y-Grade Pipeline,12,12,1,9,0,1,operating
P3868,Brae-Forties Oil Pipeline System,12,12,1,12,0,1,operating
P3888,Cameron Highway Oil Pipeline System (CHOPS),12,12,1,1,0,1,operating
P5275,Kirkuk-Baniyas Oil Pipelines,12,12,3,11,0,1,mothballed
P5277,Kirkuk-Baniyas Oil Pipelines,12,12,3,11,0,1,proposed
P5278,Kirkuk-Baniyas Oil Pipelines,12,12,3,11,0,1,proposed
P5279,Kirkuk-Baniyas Oil Pipelines,12,12,3,11,0,1,proposed
P6124,Yurkharovskoye-Purovsk Condensate Pipeline,12,12,1,0,0,1,operating
P6128,Yurkharovskoye-Purovsk Condensate Pipeline,12,12,1,0,0,1,operating
P6129,Khancheyskoye-East-Tarkosalinskoye-Purovsk Condensate Pipeline,12,12,1,0,0,1,operating
P6130,Khancheyskoye-East-Tarkosalinskoye-Purovsk Condensate Pipeline,12,12,1,0,0,1,operating
P6140,Kharbeyskoye Field Condensate Pipeline,12,12,1,0,0,1,operating
P6158,Termokarstovoye-East-Tarkosalinskoye Condensate Pipeline,12,12,1,0,0,1,operating
P6159,East Tazovskoye-North Russkoye Condensate Pipeline,12,12,1,0,12,0,operating
P6160,North Russkoye Condensate Pipeline,12,12,1,0,0,1,operating
P7417,Dongying United Petroleum Chemical Oil Pipeline Renovation Project,12,10,1,12,12,0,proposed
P0030,SEKCO Oil Pipeline,11,11,1,1,0,1,operating
P0047,Caddo Oil Pipeline,11,11,1,4,0,1,operating
P0124,Grand Mesa Oil Pipeline,11,11,1,2,0,1,operating
P0127,Shenzi Oil Pipeline,11,11,1,1,0,1,operating
P1238,Bicentenario Oil Pipeline,11,8,4,0,0,1,operating
P1239,Trans-Andean Oil Pipeline,11,11,3,7,0,1,operating
P1443,Map Ta Phut-Si Racha Oil Pipeline,11,11,1,0,0,1,operating
P1445,Si Racha-Saraburi Oil Pipeline,11,11,1,0,0,1,operating
P2032,Bicentenario Oil Pipeline,11,8,4,0,0,1,cancelled
P2652,Cushing Connect Oil Pipeline,11,11,1,4,0,1,operating
P2675,EPIC NGL Pipeline,11,11,3,4,0,1,operating
P2679,BANGL Pipeline,11,11,1,11,0,1,operating
P3551,Camisea NGL Pipeline,11,11,1,10,0,1,operating
P3828,Ambassador Pipeline,11,11,1,11,11,0,operating
P3829,Ambassador Pipeline,11,11,1,11,11,0,operating
P3830,Ambassador Pipeline,11,11,1,11,11,0,construction
P5399,Velásquez-Galán Oil Pipeline,11,10,1,11,0,1,operating
P6125,Purovsk-Yuzhny Balyk-Tobolsk Product Pipeline,11,10,1,7,0,1,operating
P6126,Purovsk-Yuzhny Balyk-Tobolsk Product Pipeline,11,10,1,7,0,1,operating
P6134,Nizhnevartovsk-Yuzhny Balyk Product Pipeline,11,10,1,7,0,1,construction
P6135,Nizhnevartovsk-Yuzhny Balyk Product Pipeline,11,10,1,7,0,1,construction
P6136,Gubkinsky-Yuzhny Balyk Product Pipeline,11,10,1,7,11,0,operating
P6139,Gubkinsky-Yuzhny Balyk Product Pipeline,11,10,1,7,0,1,construction
P6523,BANGL Pipeline,11,11,1,11,0,1,construction
P6525,EPIC NGL Pipeline,11,11,3,4,0,1,construction
P7204,Nizhnevartovsk-Yuzhny Balyk Product Pipeline,11,10,1,7,11,0,operating
P0041,Basin Oil Pipeline,10,10,1,4,0,1,operating
P0071,Endymion Oil Pipeline,10,10,1,1,0,1,operating
P0110,Plains West Coast Pipeline,10,10,1,10,0,1,operating
P0351,Sunrise Pipeline System,10,10,1,4,0,1,operating
P0360,Iron Horse Pipeline,10,10,1,5,0,1,operating
P0537,Greater Nile Oil Pipeline,10,10,1,0,0,1,operating
P0572,Mleiha-El Hamra Oil Pipeline,10,10,2,0,0,1,operating
P0771,Grane Oil Pipeline,10,10,4,1,0,1,operating
P1303,Delaware Crossing Pipeline,10,10,2,10,0,1,operating
P1316,Wascana Pipeline,10,10,1,4,0,1,operating
P2550,Keystone HoustonLink Oil Pipeline,10,10,2,0,10,0,operating
P2621,Sunrise Pipeline System,10,10,1,4,0,1,operating
P2644,Blacktip Station Loop Pipeline,10,10,1,4,0,1,operating
P2645,Avalon Oil Pipeline,10,10,1,4,10,0,operating
P2646,Avalon Oil Pipeline,10,10,1,4,0,1,operating
P2648,State Line Oil Pipeline,10,10,1,4,0,1,operating
P2666,Pinon Oil Pipeline,10,10,1,4,0,1,operating
P2669,Basin Oil Pipeline,10,10,1,4,0,1,operating
P2670,Basin Oil Pipeline,10,10,1,4,0,1,operating
P2736,Cactus III Oil Pipeline,10,10,1,4,0,1,cancelled
P3688,Abu Gharadig-El Hamra Oil Pipeline,10,9,2,1,0,1,operating
P3827,Powder River Express Pipeline,10,10,1,5,0,1,operating
P3879,Tuba–Fao Oil Pipelines,10,10,3,0,0,1,operating
P5151,Kvitebjørn Oil Pipeline,10,10,4,1,10,0,operating
P5256,Tuba–Fao Oil Pipelines,10,10,3,0,0,1,operating
P6341,Co-Ed System NGL pipeline,10,10,1,4,0,1,operating
P0031,Southern Access Extension Pipeline,9,9,1,0,0,1,operating
P0077,Gray Oak Oil Pipeline,9,9,1,0,0,1,operating
P0099,Minnesota Pipeline System,9,9,1,2,0,1,operating
P0135,Trans-Alaska Oil Pipeline System,9,9,3,2,0,1,operating
P0575,Badra-PS-2 Oil Pipeline,9,9,3,8,0,1,operating
P0649,Uzen-Atyrau-Samara (UAS) Pipeline,9,9,2,3,0,1,operating
P1300,Swordfish Pipeline,9,9,2,9,0,1,cancelled
P2697,Key Access Pipeline System (KAPS),9,9,2,0,9,0,operating
P2741,Minnesota Pipeline System,9,9,1,2,0,1,cancelled
P2742,Minnesota Pipeline System,9,9,1,2,0,1,cancelled
P5175,Greater Kittiwake Area-Forties Oil Pipeline,9,9,2,8,0,1,operating
P5289,Badra-PS-2 Oil Pipeline,9,9,3,8,9,0,operating
P5453,Anticlinal Grande-Caleta Córdova Oil Pipeline,9,9,1,1,0,1,operating
P6339,Lyttelton to Woolston LPG Pipeline,9,9,1,4,9,0,operating
P6502,Skelly–Belvieu Pipeline,9,9,1,1,0,1,operating
P0036,Amberjack Oil Pipeline,8,8,1,0,0,1,operating
P0048,Caesar Oil Pipeline,8,8,1,1,0,1,operating
P0080,NST Express Oil Pipeline,8,8,1,8,0,1,operating
P0096,Mars Crude Oil Pipeline,8,8,1,1,0,1,operating
P0120,Proteus Oil Pipeline,8,8,1,1,0,1,operating
P0595,Intisar-Zueitina Oil Pipeline,8,8,2,0,0,1,operating
P0612,Azuzuama-Tebidaba Oil Pipeline,8,8,2,4,8,0,operating
P0615,Clough Creek-Tebidaba Oil Pipeline,8,8,2,8,8,0,operating
P0620,Kwale-Ogoda Oil Pipeline,8,8,2,4,8,0,operating
P0648,Kazakhstan-China Oil Pipeline,8,8,1,0,0,1,operating
P0809,Rotterdam Rhine Pipeline,8,8,1,1,0,1,operating
P0939,Mangala Development Pipeline,8,8,2,0,0,1,operating
P1074,Karachi-Mahmoodkot (KMK) Pipeline,8,8,1,0,0,1,operating
P2647,Point Thomson Oil Export Pipeline,8,8,1,1,0,1,operating
P2678,Grand Prix Y-Grade Pipeline,8,8,1,1,0,1,operating
P2691,Grand Prix Y-Grade Pipeline,8,8,1,1,0,1,operating
P3670,Mundra Bhatinda Pipeline,8,8,1,0,0,1,operating
P3692,Petroshahd Oil Pipeline,8,8,3,8,0,1,operating
P3694,Amberjack Oil Pipeline,8,8,1,0,8,0,operating
P3822,Grand Prix Y-Grade Pipeline,8,8,1,1,0,1,operating
P3823,Grand Prix Y-Grade Pipeline,8,8,1,1,0,1,operating
P3824,Grand Prix Y-Grade Pipeline,8,8,1,1,0,1,operating
P3834,Plantation Pipeline,8,8,1,0,0,1,operating
P3861,Louisiana Offshore Oil Port (LOOP) Pipeline,8,8,1,0,0,1,operating
P3862,LOCAP Pipeline,8,8,1,0,0,1,operating
P5128,Rotterdam Rhine Pipeline,8,8,1,1,0,1,operating
P5129,Rotterdam Rhine Pipeline,8,8,1,1,0,1,operating
P5140,Shymkent-Jizzakh Oil Pipeline,8,8,2,8,0,1,cancelled
P5197,Kazakhstan-China Oil Pipeline,8,8,1,0,0,1,operating
P5198,Kenkiyak-Atyrau Oil Pipeline,8,8,1,0,0,1,operating
P5225,Abu-Attifel- Zueitina Oil Pipeline,8,8,2,0,8,0,operating
P6092,Mundra-Mithi Rohar LPG Pipeline,8,8,1,0,0,1,operating
P6444,North Hamada-El Feel Oil Pipeline,8,8,3,0,0,1,operating
P6480,EZ Line,8,8,1,0,0,1,operating
P6500,Dow Gulf Coast Pipeline System,8,8,1,8,8,0,operating
P6524,Daytona NGL Pipeline,8,8,1,1,0,1,construction
P7277,Kazakhstan-China Oil Pipeline,8,8,1,0,0,1,proposed
P7278,Kenkiyak-Atyrau Oil Pipeline,8,8,1,0,0,1,proposed
P0063,Double H Pipeline,7,7,1,7,0,1,operating
P0076,Freedom Oil Pipeline,7,7,1,7,0,1,cancelled
P0086,High Plains Crude Oil Pipeline,7,7,1,7,0,1,operating
P0094,Kinder Morgan Crude Condensate (KMCC) Pipeline,7,7,1,0,0,1,operating
P0100,Mississippian Lime Crude Oil Pipeline,7,7,1,3,0,1,operating
P0109,Ozark Crude Oil Pipeline,7,7,1,0,0,1,operating
P0114,Pilgrim Oil Pipeline,7,7,1,7,0,1,cancelled
P0117,Pony Express Oil Pipeline,7,7,1,6,0,1,operating
P0126,Seaway Oil Pipeline System,7,7,2,2,0,1,operating
P0364,Palmetto Pipeline,7,7,1,0,0,1,cancelled
P0563,East Kokongo-Malongo Oil Pipeline,7,7,1,0,7,0,operating
P0565,Lianzi-BBLT Oil Pipeline,7,7,1,0,0,1,operating
P0567,Numbi-Malongo Oil Pipeline,7,7,1,0,0,1,operating
P0568,South Nemba-East Kokongo Oil Pipeline,7,7,1,0,7,0,operating
P0569,Tombua Landana-East Kokongo Oil Pipeline,7,7,1,0,0,1,operating
P0583,Amal-Ra's Lanuf Oil Pipeline,7,5,2,2,0,1,operating
P0624,Pennington Oilfield-Pennington Export Terminal Oil Pipeline,7,7,1,0,0,1,operating
P0668,CLH Pipeline System (CLH-PS),7,7,1,0,7,0,operating
P0816,Extremadura Pipeline,7,7,1,0,7,0,cancelled
P1218,Barrow Island Oil Pipeline,7,7,1,0,0,1,operating
P1298,North Bakken Pipeline,7,7,1,3,0,1,cancelled
