project_id,project_name,ownership_path_records,distinct_parent_entities,distinct_immediate_owners,statuses_as_reported,valid_reported_capacity_path_records,missing_or_placeholder_capacity_path_records,distinct_reported_capacity_values
P7295,El Borma-PC1/PK137 Oil Pipeline,2,2,1,construction,0,2,0
P7296,Hassi R'Mel-Arzew LPG Pipeline,2,2,1,operating,0,2,0
P7297,Hassi R'Mel-Arzew LPG Pipeline,2,2,1,operating,0,2,0
P7298,Hassi R'Mel-Arzew LPG Pipeline,2,2,1,operating,0,2,0
P7299,Alrar-Hassi R'Mel LPG Pipeline,2,2,1,operating,0,2,0
P7300,Ohanet-Gassi Touil LPG Pipeline,2,2,1,operating,0,2,0
P7301,Hassi Massaoud-Hassi R'Mel LPG Pipeline,2,2,1,operating,0,2,0
P7302,Arzew-Sidi Bel Abbès LPG Pipelines,2,2,1,operating,0,2,0
P7303,Arzew-Sidi Bel Abbès LPG Pipelines,2,2,1,operating,0,2,0
P7304,Sidi Arcine-Blida LPG Pipelines,2,2,1,operating,0,2,0
P7305,Sidi Arcine-Blida LPG Pipelines,2,2,1,operating,0,2,0
P7306,Skikda-El Khroub LPG Pipelines,2,2,1,operating,0,2,0
P7307,Skikda-El Khroub LPG Pipelines,2,2,1,operating,0,2,0
P7308,Skikda-El Khroub LPG Pipelines,2,2,1,operating,0,2,0
P7309,Skikda-Berrahal LPG Pipelines,2,2,1,operating,0,2,0
P7310,Skikda-Berrahal LPG Pipelines,2,2,1,operating,0,2,0
P7314,Sidi Bel Abbès-Tlemcen LPG Pipeline,2,2,1,operating,0,2,0
P7357,Rhoud El Baguel- Hassi Massaoud NGL Pipeline,2,2,1,construction,0,2,0
P7394,Zydeco Oil Pipeline,2,2,1,operating,0,2,0
P0029,Saskatchewan Oil Pipeline,1,1,1,operating,1,0,1
P0078,SLC Oil Pipeline,1,1,1,operating,0,1,0
P0079,Frontier Oil Pipeline,1,1,1,operating,1,0,1
P0084,Great Salt Plains Oil Pipeline,1,1,1,operating,1,0,1
P0087,High Prairie Oil Pipeline,1,1,1,cancelled,1,0,1
P0121,Rangeland Oil Pipeline,1,1,1,operating,1,0,1
P0128,Ship Shoal Oil Pipeline,1,1,1,operating,1,0,1
P0129,Silvertip Crude Oil Pipeline,1,1,1,operating,1,0,1
P0132,South Texas Gateway Pipeline,1,1,1,cancelled,1,0,1
P0527,Ronier–Djermaya Oil Pipeline,1,1,1,operating,1,0,1
P0542,Iraq Strategic Pipeline,1,1,1,operating,1,0,1
P0543,Iraq-Iran Oil Pipeline,1,1,1,cancelled,0,1,0
P0544,Basra-Aqaba Oil Pipeline,1,1,1,construction,1,0,1
P0548,Kurdistan Oil Pipeline,1,1,1,operating,1,0,1
P0577,Kirkuk Baiji Baghdad Oil Pipeline,1,1,1,operating,1,0,1
P0578,PS-1-Al Basra Oil Terminal Oil Pipeline,1,1,1,operating,1,0,1
P0579,PS-2-Tuba Oil Pipeline,1,1,1,operating,0,1,0
P0655,Grozny-Tuapse pipeline,1,1,1,retired,1,0,1
P1328,Niger–Benin Oil Pipeline,1,1,1,operating,1,0,1
P1406,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,1,0,1
P1407,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,1,0,1
P1417,Yantai–Zibo Oil Pipeline,1,1,1,operating,1,0,1
P1508,Dayawan-Changling Oil Pipeline,1,1,1,cancelled,1,0,1
P1854,New Kirkuk-Ceyhan Oil Pipeline,1,1,1,cancelled,1,0,1
P2016,Kurdistan Oil Pipeline,1,1,1,shelved,1,0,1
P2093,Westpur Oil Pipeline,1,1,1,operating,1,0,1
P2220,Abadan-Ahvaz-Arak-Tehran Pipeline,1,1,1,operating,1,0,1
P2229,Sabz-Rey Oil Pipelines,1,1,1,construction,1,0,1
P2255,RotAn Pipeline,1,1,1,cancelled,0,1,0
P2392,Tanggu-Yanshan Oil Parallel Pipeline,1,1,1,operating,1,0,1
P2395,Tianjin Port-Huabei Petrochemical Site Oil Pipeline,1,1,1,operating,1,0,1
P2407,Weigang-Jingmen Oil Pipeline,1,1,1,retired,1,0,1
P2410,Daqing-Jinxi Oil Pipeline,1,1,1,operating,1,0,1
P2456,Yarakta-Eastern Siberia-Pacific Ocean Oil Pipeline,1,1,1,operating,1,0,1
P2503,ARB Midstream Freedom Pipeline,1,1,1,operating,1,0,1
P2548,Ingleside Oil Pipeline,1,1,1,operating,1,0,1
P2638,Joliet Crude Oil Pipeline,1,1,1,operating,1,0,1
P2654,Badger Oil Pipeline,1,1,1,operating,1,0,1
P2658,Matador Oil Pipeline,1,1,1,operating,1,0,1
P3166,Texas Gulflink Oil Pipelines,1,1,1,proposed,1,0,1
P3674,Ronier–Kome Oil Pipeline,1,1,1,operating,0,1,0
P3686,Rabi-Gamba Oil Pipeline,1,1,1,operating,0,1,0
P3715,Gomel–Gorki Oil Pipeline,1,1,1,idle,1,0,1
P3726,Delaware Takeaway Crude Pipeline System,1,1,1,cancelled,1,0,1
P3741,Zhanjiang–Maoming Oil Pipeline,1,1,1,operating,1,0,1
P3748,Changxing Island–Xizhong Island Oil Pipeline,1,1,1,operating,1,0,1
P3778,Huangzeshan–Yushan Under Sea Oil Pipeline,1,1,1,operating,1,0,1
P3789,Yantai–Zibo Oil Pipeline,1,1,1,operating,0,1,0
P3790,Yantai–Zibo Oil Pipeline,1,1,1,operating,0,1,0
P3791,Yantai–Zibo Oil Pipeline,1,1,1,operating,0,1,0
P3792,Yantai–Zibo Oil Pipeline,1,1,1,operating,0,1,0
P3793,Yantai–Zibo Oil Pipeline,1,1,1,operating,1,0,1
P3797,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,1,0,1
P3798,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,0,1,0
P3799,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,0,1,0
P3800,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,0,1,0
P3801,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,0,1,0
P3802,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,1,0,1
P3803,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,1,0,1
P3804,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,1,0,1
P3805,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,1,0,1
P3806,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,1,0,1
P3807,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,0,1,0
P3808,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,1,0,1
P3809,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,1,0,1
P3825,Laurel Pipeline,1,1,1,operating,1,0,1
P3833,Southern Star Pipeline,1,1,1,operating,1,0,1
P3859,Texas Gulflink Oil Pipelines,1,1,1,proposed,1,0,1
P3860,Texas Gulflink Oil Pipelines,1,1,1,proposed,1,0,1
P3866,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,1,0,1
P3867,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,1,0,1
P3874,Basra–North Baghdad–Syria Oil Pipeline,1,1,1,proposed,1,0,1
P3875,Basra–North Baghdad–Syria Oil Pipeline,1,1,1,proposed,1,0,1
P3876,Iraq Strategic Pipeline,1,1,1,operating,1,0,1
P3877,Southern Iraq Crude Oil Export Pipeline,1,1,1,operating,1,0,1
P3878,Iraq Crude Oil Export Expansion Project (ICOEEP),1,1,1,operating,1,0,1
P4477,Kinder Morgan Wink Pipeline System,1,1,1,operating,0,1,0
P5122,West Esh El-Mallaha-Gebel Az Zeit Oil Pipeline,1,1,1,operating,1,0,1
P5145,Hawthorn Pipeline,1,1,1,operating,1,0,1
P5155,Saudi-Omani Oil Pipeline,1,1,1,shelved,0,1,0
P5171,Xianren Island-Panjin Liaodongwan New District Oil Pipeline,1,1,1,proposed,1,0,1
P5176,Huangze Operation Area-Caojing Crude Oil Submarine Pipeline,1,1,1,proposed,1,0,1
P5177,Xiazhi Island-East/West Bailian-Liuheng Crude Oil Pipeline,1,1,1,proposed,1,0,1
P5178,Huangdao-Lanshan Oil Pipeline,1,1,1,shelved,0,1,0
P5179,Daqing-Jinxi Oil Pipeline,1,1,1,operating,1,0,1
P5181,Xingzichuan Guangpingqiao Oil Pipeline,1,1,1,operating,1,0,1
P5182,Qingzi Oil Pipeline,1,1,1,operating,1,0,1
P5187,Texoma Crude Oil Pipeline System,1,1,1,operating,0,1,0
P5210,Dongjiakou–Weifang–Luzhong Lubei Oil Pipeline,1,1,1,operating,1,0,1
P5239,Angola-Zambia Oil Pipeline,1,1,1,proposed,1,0,1
P5240,Basra-Aqaba Oil Pipeline,1,1,1,construction,1,0,1
P5242,Sucha Oil Pipeline,1,1,1,operating,1,0,1
P5243,Wuding Oil Pipeline,1,1,1,operating,1,0,1
P5244,Iraq Strategic Pipeline,1,1,1,operating,0,1,0
P5245,Khor Al-Amaya Oil Pipelines,1,1,1,operating,0,1,0
P5246,Khor Al-Amaya Oil Pipelines,1,1,1,operating,0,1,0
P5247,Khor Al-Amaya Oil Pipelines,1,1,1,operating,0,1,0
P5248,Bacha Oil Pipeline,1,1,1,operating,1,0,1
P5249,Longba Oil Pipeline,1,1,1,operating,1,0,1
P5250,Tanggu-Yanshan Oil Parallel Pipeline,1,1,1,operating,1,0,1
P5251,Hailar Oil Pipeline,1,1,1,operating,1,0,1
P5252,Hailar Oil Pipeline,1,1,1,operating,1,0,1
P5253,Hailar Oil Pipeline,1,1,1,operating,1,0,1
P5254,Hailar Oil Pipeline,1,1,1,operating,1,0,1
P5255,Hailar Oil Pipeline,1,1,1,operating,1,0,1
P5257,Basra Sealines Oil Pipelines,1,1,1,operating,1,0,1
P5258,Basra Sealines Oil Pipelines,1,1,1,operating,1,0,1
P5259,Basra Sealines Oil Pipelines,1,1,1,operating,1,0,1
P5260,Basra Sealines Oil Pipelines,1,1,1,proposed,1,0,1
P5261,Basra Sealines Oil Pipelines,1,1,1,proposed,0,1,0
P5263,Jihui Oil Pipeline,1,1,1,operating,0,1,0
P5264,Jingma Oil Pipeline,1,1,1,operating,1,0,1
P5265,Tiexi Oil Pipeline,1,1,1,operating,1,0,1
P5266,Jing-Wu-Hua-Ma Oil Pipeline,1,1,1,operating,1,0,1
P5267,Jiyuan Connect Oil Piepline,1,1,1,operating,0,1,0
P5268,Xima Oil Pipeline,1,1,1,operating,0,1,0
P5269,Jima Oil Pipeline,1,1,1,operating,1,0,1
P5270,Jima Oil Pipeline,1,1,1,operating,0,1,0
P5271,Jibai Oil Pipeline,1,1,1,operating,1,0,1
P5272,Nanhua Oil Pipeline,1,1,1,operating,0,1,0
P5273,Tiewu Oil Pipeline,1,1,1,operating,0,1,0
P5274,Anyan Oil Pipeline,1,1,1,operating,1,0,1
P5280,Jingma Oil Pipeline,1,1,1,operating,1,0,1
P5281,Buzurgan-Al Halfayah Oil Pipeline,1,1,1,operating,1,0,1
P5282,PS1-Fao Oil Pipeline,1,1,1,operating,1,0,1
P5283,Zb2-Fao Oil Pipeline,1,1,1,operating,1,0,1
P5284,Zb2-Tuba Oil Pipeline,1,1,1,construction,0,1,0
P5285,Zb2-PS1 Oil Pipeline,1,1,1,construction,0,1,0
P5290,Iraq Crude Oil Export Expansion Project (ICOEEP),1,1,1,operating,1,0,1
P5291,Iraq Crude Oil Export Expansion Project (ICOEEP),1,1,1,construction,0,1,0
P5292,Ahdeb–Wassit Oil Pipeline,1,1,1,operating,0,1,0
P5293,Ahdeb–Wassit Oil Pipeline,1,1,1,operating,0,1,0
P5294,Salahedin Oil Pipeline,1,1,1,operating,1,0,1
P5295,West Al-Fatah-(IT1A) Station Oil Pipelines,1,1,1,operating,0,1,0
P5296,West Al-Fatah-(IT1A) Station Oil Pipelines,1,1,1,operating,0,1,0
P5297,West Al-Fatah-(IT1A) Station Oil Pipelines,1,1,1,operating,0,1,0
P5298,West Al-Fatah-(K3) Station Oil Pipeline,1,1,1,operating,0,1,0
P5299,(IT1) Station-Al-Fatah Oil Pipeline,1,1,1,operating,0,1,0
P5300,(IT1) Station-North Refinery Company Oil Pipeline,1,1,1,operating,0,1,0
P5321,Khor Al-Amaya Oil Pipelines,1,1,1,mothballed,0,1,0
P5400,Guaduas-La Dorada Oil Pipeline,1,1,1,operating,1,0,1
P5477,Ship Shoal Oil Pipeline,1,1,1,operating,1,0,1
P6060,Yadavaran-Darquain Export Oil Pipeline,1,1,1,operating,0,1,0
P6070,Saadat Abad-Sarvestan-Shiraz Oil Pipeline,1,1,1,operating,1,0,1
P6073,Ahwaz PS-Bahregansar PS Oil Pipeline,1,1,1,operating,1,0,1
P6075,Sohrab Oil Pipeline,1,1,1,construction,1,0,1
P6083,Paradip Haldia Durgapur LPG Pipeline,1,1,1,operating,1,0,1
P6101,25 de Mayo - Medanito Oil Pipeline,1,1,1,operating,0,1,0
P6105,Borde Montuoso - La Escondida Oil Pipeline,1,1,1,operating,0,1,0
P6131,Jafurah NGL Pipeline,1,1,1,construction,0,1,0
P6141,Zb1-Tuba Oil Pipeline,1,1,1,operating,0,1,0
P6142,Khider al-Mai- Zb2 Oil Pipeline,1,1,1,proposed,0,1,0
P6144,Jabal Sanam- Zb1 Oil Pipeline,1,1,1,proposed,0,1,0
P6148,Mehraran-Shiraz Oil Pipeline,1,1,1,construction,1,0,1
P6156,East Baghdad Oil Field-Zubaidiya Oil Pipeline,1,1,1,construction,0,1,0
P6161,ZB1-Basrah terminal Oil Pipeline,1,1,1,operating,0,1,0
P6167,ZB1-Al-Umaya terminal Oil Pipeline,1,1,1,operating,1,0,1
P6168,East Baghdad-Daura Refinery Oil Pipeline,1,1,1,operating,0,1,0
P6169,Neft-Khana-Daura Refinery Oil Pipeline,1,1,1,operating,0,1,0
P6170,AL Fayha-ZB1 Oil Pipeline,1,1,1,operating,1,0,1
P6171,Majnoon- ZB1 Oil Pipeline,1,1,1,operating,0,1,0
P6172,PS1-Az Zubayr Oil Pipeline,1,1,1,operating,1,0,1
P6173,ZB1-ZB2 Oil Pipeline,1,1,1,operating,1,0,1
P6174,Nahr Bin Omar-Fao Oil Pipelines,1,1,1,operating,1,0,1
P6175,Nahr Bin Omar-Fao Oil Pipelines,1,1,1,operating,1,0,1
P6179,Al-faw-Ras Al Bishah 2 Oil Pipeline,1,1,1,operating,1,0,1
P6180,PS1-Tuba Oil Pipeline,1,1,1,operating,0,1,0
P6181,Cressier-Visp LPG Pipeline,1,1,1,operating,0,1,0
P6194,Bin Omar-Baiji K2 Oil Pipeline,1,1,1,operating,1,0,1
P6195,West Qurna 1-Az Zubayr Oil Pipeline,1,1,1,operating,1,0,1
P6196,ZB1-Fao Oil Pipeline,1,1,1,operating,1,0,1
P6197,Rumaila-Az Zubayr- Al Faw Oil Pipelines,1,1,1,operating,0,1,0
P6198,Rumaila-Az Zubayr- Al Faw Oil Pipelines,1,1,1,operating,0,1,0
P6199,Tranmere-Stanlow Oil Pipeline,1,1,1,operating,0,1,0
P6200,Panjin Port - Panjin High-Tech Industrial Park Oil Pipeline,1,1,1,proposed,0,1,0
P6251,Xianren Island-Panjin Oil Pipeline Renovation Project,1,1,1,construction,1,0,1
P6252,Gharraf–Nasiriyah Oil Pipeline,1,1,1,operating,1,0,1
P6253,Nasiriyah- PS-1 Oil Pipeline,1,1,1,operating,1,0,1
P6255,Strategic Pipline-Dhi Qar Refinery Oil Pipeline,1,1,1,operating,0,1,0
P6256,Strategic Pipeline-Daura Refinery Oil Pipeline,1,1,1,operating,0,1,0
P6257,Strategic Pipeline-Daura Refinery Oil Pipeline,1,1,1,operating,0,1,0
P6258,Strategic Pipeline-Al-Khairat Power Station Oil Pipeline,1,1,1,operating,0,1,0
P6278,Zhanjiang–Maoming Oil Pipeline,1,1,1,operating,1,0,1
P6284,Liuheng-Ningbo Oil Pipeline,1,1,1,proposed,1,0,1
P6285,Huangze Operating Area Internal Oil Pipeline,1,1,1,proposed,1,0,1
P6290,Mamu-Tianlu Oil Pipeline,1,1,1,operating,1,0,1
P6291,Liutiaoxi-Huangze Operation Area Oil Pipeline,1,1,1,proposed,1,0,1
P6292,Wanxiang Aoshan Island Oil Depot Connection Line,1,1,1,proposed,1,0,1
P6293,Liuheng Island Connection Line,1,1,1,proposed,1,0,1
P6294,Shulanghu Island - Liutiaoxi Oil Pipeline,1,1,1,proposed,1,0,1
P6297,Qimu Island Port Area - Yulong Industrial Park Oil Pipeline,1,1,1,proposed,0,1,0
P6302,Yantai–Zibo Oil Pipeline,1,1,1,operating,1,0,1
P6313,Guangrao Logistics Park Oil Pipeline,1,1,1,proposed,1,0,1
P6323,Lucheng-Changling Oil Pipeline,1,1,1,operating,1,0,1
P6324,"Qiandian-Fushun Second
Petroleum plant Crude Oil
Pipeline",1,1,1,operating,0,1,0
P6332,South Texas NGL Pipeline System,1,1,1,operating,0,1,0
P6343,PTC NGL Pipeline,1,1,1,operating,0,1,0
P6344,South Saskatchewan oil pipeline,1,1,1,operating,1,0,1
P6345,South Saskatchewan oil pipeline,1,1,1,operating,1,0,1
P6346,Kashgar-Shanshan Oil Pipeline,1,1,1,proposed,0,1,0
P6347,Nantong-Yizheng Oil Pipeline,1,1,1,proposed,0,1,0
P6348,Luoyang-Xi'an Oil Pipeline,1,1,1,proposed,0,1,0
P6352,Shanggu Natural Gas Processing Plant Ethane Transport Pipeline,1,1,1,operating,1,0,1
P6353,Daqing Petrochemical Industrial Blended Alkanes Pipeline,1,1,1,operating,1,0,1
P6354,Wushi Oilfield Group Oil Pipeline,1,1,1,construction,1,0,1
P6355,Dagang-Zhoulizhuang Oil Pipeline,1,1,1,operating,1,0,1
P6356,Nanjiang Port Area-Petrochemical Refinery Main Pipeline,1,1,1,operating,0,1,0
P6357,Dagang-Petrochemical Refinery Main Pipeline,1,1,1,operating,0,1,0
P6359,Qingha oil Pipeline,1,1,1,operating,1,0,1
P6361,Al-Shaheen Field Oil Pipelines,1,1,1,construction,1,0,1
P6363,PS3-PS1 NGL Pipeline,1,1,1,operating,0,1,0
P6364,ISO4-PS1 Oil Pipeline,1,1,1,operating,0,1,0
P6365,PS1- Halul Oil Pipelines,1,1,1,operating,0,1,0
P6366,PS1- Halul Oil Pipelines,1,1,1,operating,0,1,0
P6367,GIP-PS3 Oil Pipeline,1,1,1,operating,0,1,0
P6368,PS2-Halul  Oil Pipelines,1,1,1,operating,0,1,0
P6371,DP1-Halul Oil Pipelines,1,1,1,operating,0,1,0
P6372,DP1-Halul Oil Pipelines,1,1,1,operating,0,1,0
P6373,DP2-Halul Oil Pipeline,1,1,1,operating,0,1,0
P6374,Station R-Station F Oil Pipeline,1,1,1,operating,0,1,0
P6375,Station R-Station C Oil Pipeline,1,1,1,operating,0,1,0
P6376,Qianjiang-Jingmen Oil Pipeline,1,1,1,operating,1,0,1
P6378,Station C-Station D Oil Pipeline,1,1,1,operating,0,1,0
P6379,Station C-Station W1 Oil Pipeline,1,1,1,operating,0,1,0
P6383,Weigang-Jingmen Oil Pipeline,1,1,1,operating,1,0,1
P6387,Umm Bab Station-Mile 32 Oil Pipelines,1,1,1,operating,0,1,0
P6388,Idd El Shargi N.Dome Oil Pipelines,1,1,1,construction,0,1,0
P6389,Idd El Shargi N.Dome Oil Pipelines,1,1,1,construction,0,1,0
P6390,Idd El Shargi N.Dome Oil Pipelines,1,1,1,construction,0,1,0
P6391,Idd El Shargi N.Dome Oil Pipelines,1,1,1,construction,0,1,0
P6392,Idd El Shargi N.Dome Oil Pipelines,1,1,1,construction,0,1,0
P6393,Idd El Shargi N.Dome Oil Pipelines,1,1,1,construction,0,1,0
P6394,Idd El Shargi N.Dome Oil Pipelines,1,1,1,construction,0,1,0
P6395,Idd El Shargi N.Dome Oil Pipelines,1,1,1,construction,0,1,0
P6396,Idd El Shargi N.Dome Oil Pipelines,1,1,1,construction,0,1,0
P6400,Maoming Petrochemical Undersea Oil Pipeline,1,1,1,operating,1,0,1
P6404,Tazhong-Lunnan Oil Pipeline,1,1,1,operating,1,0,1
P6406,Hemminsgstedt-Brunsbüttel Oil Pipeline,1,1,1,operating,0,1,0
P6407,Zhuangxi Oil Pipeline,1,1,1,operating,1,0,1
P6408,Maoming Petrochemical Undersea Oil Pipeline,1,1,1,operating,1,0,1
P6411,Karamay Meili Gas Field Ethane Pipeline,1,1,1,operating,0,1,0
P6412,Shixi-Karamay Oil Pipeline,1,1,1,operating,1,0,1
P6413,Shixi-Cainan Oil Pipeline,1,1,1,operating,1,0,1
P6414,Cainan-Huoshaoshan Oil Pipeline,1,1,1,operating,1,0,1
P6415,Huoshaoshan-Beisantai Oil Pipeline,1,1,1,operating,1,0,1
P6416,Beisantai-Petrochemical Distribution Station Oil Pipeline,1,1,1,operating,1,0,1
P6417,Halahatang-Lunnan Oil Pipeline,1,1,1,operating,1,0,1
P6418,Yingmai-Yaha Condensate Pipeline,1,1,1,operating,1,0,1
P6419,Yaha-Yaha Loading Station Condensate Pipeline,1,1,1,operating,1,0,1
P6420,Dina-Yaha Loading Station Condensate Pipeline,1,1,1,operating,1,0,1
P6423,North Lines System,1,1,1,operating,0,1,0
P6424,Chisholm NGL Pipeline,1,1,1,operating,0,1,0
P6425,Zhuangxi Oil Pipeline Expansion Project,1,1,1,cancelled,1,0,1
P6426,Zhuangxi Oil Pipeline Relocation Project,1,1,1,proposed,1,0,1
P6432,OLAPA Pipeline,1,1,1,operating,1,0,1
P6438,Deep Sea No. 1 Condensate Pipeline,1,1,1,operating,0,1,0
P6458,ORSUL Pipeline,1,1,1,operating,1,0,1
P6459,OSDUC II Pipeline,1,1,1,operating,1,0,1
P6460,OPMAC Oil Pipeline,1,1,1,operating,1,0,1
P6461,Fazenda-Pocinho/Guamaré Oil Pipeline,1,1,1,operating,1,0,1
P6466,Tazhong-Lunnan Condensate Pipeline,1,1,1,operating,0,1,0
P6467,Lunnan-Yaha Condensate Pipeline,1,1,1,operating,0,1,0
P6468,OSSP Pipeline System,1,1,1,operating,1,0,1
P6469,OSSP Pipeline System,1,1,1,operating,1,0,1
P6472,North System Pipeline,1,1,1,operating,1,0,1
P6473,OSSP Pipeline System,1,1,1,operating,0,1,0
P6474,OSSP Pipeline System,1,1,1,operating,0,1,0
P6475,OSSP Pipeline System,1,1,1,operating,0,1,0
P6477,Golmud-Xining-Lanzhou Crude Oil Pipeline,1,1,1,proposed,0,1,0
P6487,Enbridge Line 74 Oil Pipeline,1,1,1,operating,0,1,0
P6489,TEPPCO Pipeline,1,1,1,operating,1,0,1
P6501,Three Rivers–Corpus Christi (ODEM) Crude Pipeline,1,1,1,operating,0,1,0
P6519,Sterling NGL Pipelines,1,1,1,operating,1,0,1
P6528,Keystone Port Neches Link,1,1,1,operating,0,1,0
P6529,Petrodar Pipeline,1,1,1,operating,0,1,0
P6530,Liberty NGL Pipeline,1,1,1,operating,0,1,0
P6546,Tharjiath-Polouch Crude Oil Pipeline,1,1,1,proposed,1,0,1
P6548,Alpha Crude Connector,1,1,1,operating,0,1,0
P6550,Bidboland Gas Refinery–Gachsaran Petrochemical Ethane Pipeline,1,1,1,operating,0,1,0
P6551,Marun Ethane Recovery Plant–Marun Petrochemical Ethane Pipeline,1,1,1,operating,0,1,0
P6552,Rabigh–Yanbu NGL Pipeline,1,1,1,operating,0,1,0
P6553,Habshan–Ruwais NGL Pipeline,1,1,1,construction,0,1,0
P6554,Genesis Pipeline System,1,1,1,operating,0,1,0
P6555,Vantage Pipeline,1,1,1,operating,0,1,0
P6556,Alberta Ethane Gathering System (AEGS),1,1,1,operating,1,0,1
P6557,Joffre Feedstock Pipeline,1,1,1,operating,0,1,0
P7193,Ras Markaz Subsea Pipelines,1,1,1,operating,0,1,0
P7194,Ras Markaz Subsea Pipelines,1,1,1,operating,0,1,0
P7195,Araucária-Cuiabá Oil Pipeline,1,1,1,proposed,0,1,0
P7196,Araucária-Cuiabá Oil Pipeline,1,1,1,proposed,0,1,0
P7197,Araucária-Cuiabá Oil Pipeline,1,1,1,proposed,0,1,0
P7198,Araucária-Cuiabá Oil Pipeline,1,1,1,proposed,0,1,0
P7199,Araucária-Cuiabá Oil Pipeline,1,1,1,proposed,0,1,0
P7207,Mereenie to Alice Springs Oil Pipeline,1,1,1,operating,0,1,0
P7208,Uberaba–Cuiabá Oil Pipeline,1,1,1,proposed,0,1,0
P7209,Uberaba–Cuiabá Oil Pipeline,1,1,1,proposed,0,1,0
P7210,Uberaba–Cuiabá Oil Pipeline,1,1,1,proposed,0,1,0
P7211,Araucária-Itajaí Oil Pipeline,1,1,1,proposed,0,1,0
P7212,Araucária-Itajaí Oil Pipeline,1,1,1,proposed,0,1,0
P7224,Bunduq-Das Island Oil Pipeline,1,1,1,operating,0,1,0
P7232,Nasr field-TABK Oil Pipeline,1,1,1,operating,0,1,0
P7245,Long Island - Altona Ethane Pipeline,1,1,1,operating,0,1,0
P7259,Longford to Long Island LPG Pipeline,1,1,1,operating,0,1,0
P7260,Wanaea/Cossack export line,1,1,1,operating,0,1,0
P7336,Xianren Island-Panjin Oil Pipeline Renovation Project,1,1,1,construction,0,1,0
P7346,White Nile Oil Pipeline,1,1,1,proposed,0,1,0
P7370,Pacific Pipeline,1,1,1,cancelled,1,0,1
P7371,Pacific Pipeline,1,1,1,mothballed,1,0,1
P7372,Pacific Pipeline,1,1,1,construction,0,1,0
P7374,Wushi Oilfield Group Oil Pipeline,1,1,1,construction,1,0,1
P7378,Plains All American Pipeline,1,1,1,(Missing status),0,1,0
P7400,CNOOC Oil Depot-Dongying United Petroleum Chemical Oil Pipeline,1,1,1,operating,1,0,1
P7401,CNOOC Oil Depot-Yatong Petrochemical Oil Pipeline,1,1,1,operating,1,0,1
P7402,CNOOC Oil Depot-Tianhong Chemical Oil Pipeline,1,1,1,operating,1,0,1
P7403,CNOOC Oil Depot-Haike Ruilin Oil Pipeline,1,1,1,operating,1,0,1
P7404,Yantai–Zibo Oil Pipeline,1,1,1,operating,1,0,1
P7405,Yantai–Zibo Oil Pipeline,1,1,1,operating,1,0,1
P7406,Dongying-Wantong Oil Pipeline,1,1,1,construction,1,0,1
P7407,Guangrao-Lijin Oil Pipeline,1,1,1,proposed,1,0,1
P7408,"Guangrao West-Shouguang, Shengxing, Huaxing Oil Pipeline",1,1,1,proposed,1,0,1
P7409,"Qirun-shenchi, Kenli and Lihuayi Oil Pipeline",1,1,1,proposed,0,1,0
P7410,Qirun-shenchi-Kenli-Lihuayi Oil Pipeline,1,1,1,proposed,1,0,1
P7411,Qirun-shenchi-Kenli-Lihuayi Oil Pipeline,1,1,1,proposed,1,0,1
P7412,Qirun-shenchi-Kenli-Lihuayi Oil Pipeline,1,1,1,proposed,1,0,1
P7413,Qirun-shenchi-Kenli-Lihuayi Oil Pipeline,1,1,1,proposed,1,0,1
P7414,Huanghe North Bank Valve Station – Lihuayi Oil Pipeline,1,1,1,proposed,0,1,0
P7415,Lijin Valve Station – Lihuayi Oil Pipeline,1,1,1,proposed,0,1,0
P7416,Shengtuo Valve Station-Kenli Petrochemical Oil Pipeline,1,1,1,proposed,0,1,0
P7418,Haojia-Haike Shenchi and Kenli Oil Pipeline,1,1,1,proposed,0,1,0
P7419,"Guangrao-Zhenghe,Qicheng, Dongfang Hualong, Shangneng, Kelida and Zibo Oil Pipeline",1,1,1,proposed,0,1,0
P7420,"Guangrao West-Shangneng, Kelida, Dongfang Hualong, Zhenghe and Qicheng Oil Pipeline",1,1,1,proposed,0,1,0
